Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
HFT         ,,  8.61 ,  7.69 ,  7.03 ,  6.47 ,  7.71 ,  6.51 ,  10.47 ,  8.32 ,  6.86 ,  11.75 ,  9.71 ,  9.76 ,  9.09 
HMPRO       ,  17.41 ,  18.29 ,  17.69 ,  18.65 ,  21.91 ,  21.73 ,  21.73 ,  21.83 ,  21.78 ,  21.61 ,  21.89 ,  22.62 ,  22.50 ,  22.71 
HTC         ,  31.16 ,  31.06 ,  33.12 ,  36.39 ,  30.62 ,  33.40 ,  30.25 ,  26.91 ,  25.69 ,  25.19 ,  24.40 ,  26.48 ,  26.71 ,  27.14 
HTECH       ,,,,,,,,  13.83 ,  16.45 ,  20.62 ,  19.25 ,  22.45 ,  21.55 ,  21.93 
HYDRO       ,,,,,,,,,,  5.77 ,  5.10 ,  7.15 ,  14.72 ,  8.39 
ICC         ,  22.98 ,  24.47 ,  24.19 ,  24.17 ,  24.45 ,  28.25 ,  29.82 ,  31.50 ,  31.98 ,  32.56 ,  34.64 ,  36.54 ,  36.76 ,  36.07 
IEC         ,  41.21 ,  13.40 ,  9.56 ,  8.86 ,  17.56 ,  19.54 ,  12.66 ,  22.10 ,  24.55 ,  34.37 ,  23.89 ,  40.04 ,  59.89 ,  105.32 
IFEC        ,  31.38 ,  34.16 ,  31.38 ,  31.52 ,  32.64 ,  33.11 ,  35.27 ,  29.63 ,  30.05 ,  34.36 ,  36.01 ,  47.91 ,  78.94 ,  78.85 
IFS         ,,,,,,,,,  48.46 ,  386.18 ,  40.49 ,  38.06 ,  296.78 ,  469.57 
IHL         ,,,,  6.94 ,  8.44 ,  6.00 ,  5.45 ,  5.50 ,  5.25 ,  6.65 ,  5.78 ,  6.48 ,  6.46 ,  5.70 
ILINK       ,,,  11.42 ,  11.53 ,  9.70 ,  12.16 ,  11.01 ,  10.80 ,  13.60 ,  12.46 ,  12.89 ,  13.03 ,  12.15 ,  12.13 
INET        ,  29.29 ,  28.55 ,  28.73 ,  22.46 ,  21.85 ,  24.80 ,  26.87 ,  32.75 ,  37.49 ,  50.18 ,  34.68 ,  27.20 ,  22.78 ,  19.72 
INOX        ,,,  4.89 ,  4.92 ,  4.24 ,  4.09 ,  4.78 ,  4.83 ,  4.76 ,,  3.53 ,  4.29 ,  4.87 ,  4.37 
INSURE      ,  46.13 ,  46.12 ,  36.38 ,  42.67 ,  48.35 ,  43.76 ,  56.28 ,  33.55 ,  24.38 ,  25.02 ,  20.05 ,  37.86 ,  21.36 ,  19.46 
INTUCH      ,  20.20 ,  19.76 ,  21.85 ,  24.86 ,  35.89 ,  55.60 ,  23.18 ,  18.54 ,  23.50 ,  22.18 ,  22.09 ,  21.76 ,  22.22 ,  20.35 
IRC         ,  7.51 ,  6.22 ,  5.64 ,  4.83 ,  5.02 ,  4.56 ,  4.16 ,  5.16 ,  3.91 ,  4.12 ,  3.97 ,  4.73 ,  5.83 ,  5.99 
IRCP        ,,  10.99 ,  14.68 ,  14.44 ,  12.96 ,  14.14 ,  23.64 ,  17.74 ,  11.96 ,  11.47 ,  13.25 ,  12.68 ,  9.33 ,  13.19 
IRPC        ,  13.44 ,  12.28 ,  9.33 ,  7.85 ,  8.52 ,  2.40 ,  1.91 ,  2.25 ,  1.96 ,  1.88 ,  1.60 ,  1.87 ,  1.93 ,  2.88 
IT          ,,  8.79 ,  8.68 ,  8.67 ,  9.09 ,  9.40 ,  9.75 ,  9.57 ,  9.00 ,  7.92 ,  9.17 ,  10.31 ,  10.36 ,  9.67 
ITD         ,  4.06 ,  4.38 ,  2.68 ,  2.94 ,  3.62 ,  2.93 ,  4.14 ,  5.59 ,  7.04 ,  5.93 ,  5.37 ,  4.66 ,  4.87 ,  4.78 
IVL         ,,,,,,,,,  5.81 ,  5.28 ,  5.67 ,  5.61 ,  6.82 ,  8.22 
JAS         ,  43.14 ,  10.18 ,  8.47 ,  8.80 ,  14.77 ,  16.77 ,  14.66 ,  18.72 ,  23.79 ,  26.36 ,  22.88 ,  23.04 ,  23.55 ,  23.94 
JCT         ,  37.51 ,  33.11 ,  26.47 ,  25.51 ,  24.32 ,  19.20 ,  17.89 ,  20.12 ,  21.66 ,  20.84 ,  22.36 ,  25.38 ,  22.82 ,  25.19 
JMART       ,,,,,,,,  11.90 ,  11.08 ,  10.86 ,  9.99 ,  11.37 ,  12.79 ,  13.94 
JTS         ,,,,,  6.35 ,  11.99 ,  10.81 ,  3.65 ,  5.20 ,  12.05 ,  11.69 ,  41.94 ,  114.56 ,  126.04 
JUBILE      ,,,,,,,,  25.18 ,  26.58 ,  25.48 ,  24.91 ,  26.01 ,  26.50 ,  29.14 
JUTHA       ,  29.28 ,  5.74 ,  6.54 ,  6.61 ,  7.33 ,  8.85 ,  4.08 ,  4.47 ,  13.79 ,  20.49 ,  20.23 ,  16.46 ,  14.50 ,  15.54 
KAMART      ,  11.68 ,  13.81 ,  9.13 ,  8.91 ,  15.73 ,  32.27 ,  23.71 ,  45.78 ,  47.57 ,  25.86 ,  23.32 ,  24.12 ,  31.40 ,  33.88 
KASET       ,,,,  12.68 ,  11.36 ,  11.78 ,  11.02 ,  11.54 ,  13.80 ,  16.11 ,  19.48 ,  14.29 ,  14.98 ,  11.97 
KBANK       ,  37.06 ,  35.37 ,  42.16 ,  41.06 ,  38.38 ,  40.81 ,  46.00 ,  56.85 ,  99.78 ,  89.29 ,  90.59 ,  95.63 ,  108.06 ,  122.16 
KBS         ,,,,,,,,,,  13.23 ,  6.83 ,  8.12 ,  9.60 ,  9.78 
KC          ,,  48.60 ,  21.49 ,  20.10 ,  23.06 ,  29.83 ,  23.91 ,  24.32 ,  26.09 ,  36.73 ,  24.53 ,  30.55 ,  27.45 ,  14.72 
KCAR        ,,,,  8.87 ,  9.21 ,  8.53 ,  8.16 ,  117.40 ,,,,,,
KCE         ,  15.14 ,  15.88 ,  15.44 ,  14.46 ,  13.97 ,  13.31 ,  14.13 ,  14.16 ,  13.10 ,  16.00 ,  16.60 ,  13.71 ,  14.91 ,  12.21 
KDH         ,  23.17 ,  23.58 ,  24.11 ,  24.39 ,  23.08 ,,  28.77 ,  27.30 ,  25.79 ,  25.16 ,  21.35 ,  41.06 ,  27.27 ,  28.17 
KGI         ,  20.47 ,  14.35 ,  22.84 ,  27.11 ,  27.85 ,  19.42 ,  21.86 ,  60.29 ,  24.31 ,  151.97 ,  58.36 ,  80.90 ,  63.21 ,  72.72 
KIAT        ,,,,,,,,,  13.64 ,  11.73 ,  14.00 ,  13.48 ,  15.75 ,  16.15 
KKC         ,  4.75 ,  5.03 ,  5.02 ,  4.80 ,  5.43 ,  5.23 ,  5.30 ,  4.34 ,  4.08 ,  4.16 ,  4.35 ,  4.57 ,  4.74 ,  5.26 
KSL         ,,,,  11.11 ,  9.71 ,  10.29 ,  13.52 ,  15.89 ,  7.32 ,  6.62 ,  11.09 ,  12.10 ,  12.78 ,  14.91 
KTB         ,  35.14 ,  35.56 ,  39.15 ,  36.23 ,  32.00 ,  35.58 ,  39.10 ,  46.55 ,  47.11 ,  40.00 ,  34.57 ,  36.19 ,  36.79 ,  38.42 
KTC         ,  261.24 ,  115.98 ,  103.59 ,,  102.24 ,  97.10 ,  99.59 ,  88.95 ,  101.57 ,  113.86 ,  117.58 ,  92.08 ,  86.99 ,  94.25 
KTECH       ,,,  4.74 ,  4.34 ,  3.70 ,  6.92 ,  39.08 ,  34.52 ,  170.27 ,,  261.37 ,  23.06 ,  10.18 ,  9.06 
KTP         ,  8.38 ,  32.80 ,  100.64 ,  25.15 ,  42.08 ,  34.63 ,  28.46 ,  60.34 ,  60.84 ,  46.40 ,  69.41 ,  88.71 ,  32.50 ,  39.14 
KWC         ,  43.72 ,  44.10 ,  39.34 ,  38.47 ,  39.31 ,  30.48 ,  27.70 ,  27.31 ,  31.95 ,  24.86 ,  29.07 ,  28.09 ,  24.88 ,  25.91 
KYE         ,  18.06 ,  17.03 ,  17.25 ,  14.81 ,  12.06 ,  12.24 ,  13.32 ,  15.34 ,  14.79 ,  13.51 ,  13.01 ,  12.84 ,  11.05 ,  11.62 
L&E         ,,,,,,,,,,,,,  22.67 ,  24.73 
LALIN       ,  6.96 ,  6.86 ,  11.62 ,  10.09 ,  13.53 ,  21.79 ,  16.82 ,  13.76 ,  11.17 ,  12.19 ,  13.80 ,  11.74 ,  11.16 ,  13.82 
LANNA       ,  11.66 ,  11.33 ,  8.42 ,  7.52 ,  6.07 ,  4.84 ,  23.22 ,  23.31 ,  21.53 ,  19.83 ,  20.63 ,  22.83 ,  21.70 ,  20.00 
LEE         ,  6.41 ,  6.76 ,  6.91 ,  6.46 ,  5.29 ,  5.29 ,  5.02 ,  5.62 ,  5.61 ,  5.57 ,  5.31 ,  5.64 ,  5.85 ,  7.08 
LH          ,  8.10 ,  8.17 ,  9.45 ,  9.75 ,  9.03 ,  8.94 ,  10.45 ,  8.64 ,  10.81 ,  12.20 ,  11.02 ,  10.18 ,  10.64 ,  10.26 
LHBANK      ,,,,,,,,,,  28.59 ,  26.95 ,  25.91 ,  27.43 ,  28.25 
LHK         ,,,,,,,  4.15 ,  4.61 ,  4.83 ,  4.99 ,  5.16 ,  5.10 ,  5.22 ,  5.03 
LOXLEY      ,  16.01 ,  17.13 ,  18.42 ,  21.06 ,  20.38 ,  16.29 ,  16.94 ,  15.47 ,  17.01 ,  13.77 ,  14.15 ,  15.18 ,  14.82 ,  17.66 
LPN         ,  14.80 ,  12.41 ,  13.18 ,  12.92 ,  12.01 ,  11.29 ,  8.24 ,  8.99 ,  7.93 ,  11.81 ,  11.61 ,  12.40 ,  8.77 ,  12.42 
LRH         ,  5.88 ,  6.54 ,  6.32 ,  8.62 ,  4.71 ,  5.36 ,  36.78 ,  44.74 ,  52.82 ,  56.24 ,  48.11 ,  49.89 ,  42.05 ,  32.32 
LST         ,  8.42 ,  7.44 ,  10.39 ,  10.19 ,  11.27 ,  9.31 ,  7.93 ,  9.86 ,  10.20 ,  9.48 ,  10.11 ,  11.49 ,  10.55 ,  10.90 
LTX         ,  9.90 ,  11.76 ,  9.76 ,  8.01 ,  7.44 ,  6.61 ,  7.65 ,  6.87 ,  6.62 ,  8.20 ,  7.65 ,  5.87 ,  5.68 ,  7.80 
MACO        ,,,,,,,,,,,,  29.07 ,  31.47 ,  27.89 
MAJOR       ,  21.84 ,  18.72 ,  22.07 ,  21.48 ,  21.71 ,  23.92 ,  23.08 ,  24.92 ,  25.03 ,  22.48 ,  23.93 ,  23.07 ,  23.93 ,  23.46 
MAKRO       ,  7.12 ,  6.24 ,  6.12 ,  6.33 ,  6.10 ,  6.57 ,  6.13 ,  6.13 ,  6.40 ,  6.13 ,  6.49 ,  6.66 ,  6.65 ,  7.04 
MALEE       ,  22.18 ,  20.74 ,  19.74 ,  17.33 ,  17.71 ,  18.96 ,  23.48 ,  22.78 ,  25.66 ,  24.26 ,  16.15 ,  22.87 ,  26.19 ,  26.02 
MANRIN      ,  17.23 ,  17.58 ,  22.16 ,  15.37 ,  17.27 ,  35.60 ,  54.72 ,  42.97 ,  54.68 ,  31.02 ,  165.58 ,  91.56 ,  27.04 ,  24.47 
MATCH       ,,,,  22.38 ,  22.83 ,  30.64 ,  25.73 ,  29.44 ,  26.15 ,  28.90 ,  27.97 ,  25.55 ,  30.27 ,  33.99 
MATI        ,  31.74 ,  27.02 ,  27.80 ,  29.46 ,  30.58 ,  27.42 ,  31.09 ,  27.50 ,  31.31 ,  32.00 ,  33.60 ,  30.33 ,  39.23 ,  39.92 
MAX         ,  91.54 ,  42.81 ,  12.92 ,,  36.72 ,  13.22 ,  12.13 ,  14.72 ,  0.99 ,  1.04 ,  1.79 ,  13.95 ,  14.27 ,  138.32 
MBAX        ,,,,,,  6.68 ,  7.64 ,  8.10 ,  7.17 ,  6.98 ,  5.99 ,  6.18 ,  5.38 ,  5.20 
MBK         ,  14.09 ,  13.91 ,  20.78 ,  13.33 ,  13.85 ,  15.91 ,  12.79 ,  13.53 ,  15.66 ,  20.84 ,  21.35 ,  22.72 ,  25.21 ,  20.09 
MBKET       ,,  9.17 ,  13.68 ,  18.38 ,  21.77 ,  20.20 ,  19.70 ,  22.66 ,  23.06 ,  62.51 ,  58.64 ,,  50.85 ,  51.75 
M-CHAI      ,  17.94 ,  18.98 ,  19.28 ,  18.48 ,  17.56 ,  17.24 ,  17.85 ,  16.19 ,  16.07 ,  14.90 ,  14.58 ,  14.25 ,  15.26 ,  15.24 
MCOT        ,,,  25.04 ,  17.65 ,  17.28 ,  22.44 ,  22.37 ,  21.47 ,  23.42 ,  18.62 ,  18.63 ,  23.09 ,  22.36 ,  23.49 
MCS         ,,,,  4.60 ,  4.06 ,  4.45 ,  4.18 ,  11.63 ,  16.02 ,  14.67 ,  15.31 ,  18.63 ,  28.67 ,  17.90 
MDX         ,  71.08 ,"  1,039.54 ",  192.55 ,  92.10 ,  122.13 ,  137.11 ,  127.45 ,  146.37 ,  122.19 ,  58.17 ,  30.96 ,  83.31 ,  85.93 ,  125.81 
METCO       ,  4.45 ,  3.22 ,  3.00 ,  3.06 ,  3.54 ,  3.67 ,  4.58 ,  6.77 ,  3.51 ,  3.60 ,  6.64 ,  5.20 ,  3.30 ,  3.05 
MFC         ,  73.56 ,  56.37 ,  50.02 ,  69.56 ,  69.38 ,  61.87 ,  65.79 ,  63.98 ,  56.07 ,  59.09 ,  55.82 ,  44.71 ,  62.75 ,  63.35 
MFEC        ,,  17.21 ,  13.23 ,  16.96 ,  14.49 ,  14.82 ,  17.02 ,  14.19 ,  17.80 ,  13.75 ,  16.25 ,  14.37 ,  12.83 ,  17.43 
MIDA        ,,  60.80 ,  40.65 ,  77.20 ,  46.08 ,  59.51 ,  57.88 ,  65.89 ,  55.04 ,  51.50 ,  42.15 ,  43.57 ,  44.22 ,  46.60 
MILL        ,,,,,,,  1.29 ,  1.36 ,  1.74 ,  2.01 ,  2.60 ,  2.94 ,  4.05 ,  5.05 
MINT        ,  46.20 ,  38.83 ,  53.82 ,  53.79 ,  54.64 ,  51.72 ,  52.42 ,  51.32 ,  51.37 ,  49.14 ,  45.72 ,  47.60 ,  49.80 ,  50.61 
MJD         ,,,,,,  13.96 ,  9.83 ,  9.47 ,  15.83 ,  19.91 ,  20.15 ,  22.56 ,  17.36 ,  24.77 
MK          ,  15.28 ,  12.56 ,  18.01 ,  15.40 ,  15.72 ,  15.86 ,  12.45 ,  10.86 ,  14.80 ,  21.86 ,  20.99 ,  15.61 ,  17.80 ,  15.76 
ML          ,,,  62.69 ,  47.75 ,  38.91 ,  36.71 ,  56.84 ,  59.93 ,  44.02 ,  42.65 ,  43.44 ,  53.70 ,  60.12 ,  64.56 
MODERN      ,  25.33 ,  24.33 ,  22.45 ,  22.05 ,  26.43 ,  28.38 ,  26.40 ,  29.45 ,  27.50 ,  30.77 ,  29.42 ,  30.96 ,  24.26 ,  25.86 
MOONG       ,,,,,,,,  47.46 ,  48.23 ,  45.71 ,  49.08 ,  47.86 ,  51.66 ,  54.30 
MPIC        ,,  46.50 ,  42.48 ,  48.15 ,  57.64 ,  45.30 ,  50.78 ,  24.51 ,  29.60 ,  29.02 ,  35.05 ,  43.11 ,  48.15 ,  43.30 
MSC         ,  11.70 ,  11.65 ,  12.23 ,  11.26 ,  11.50 ,  12.50 ,  11.85 ,  11.50 ,  10.88 ,  10.57 ,  10.61 ,  10.74 ,  10.79 ,  11.80 
MTI         ,,,,,,,  32.54 ,  29.79 ,  32.83 ,  20.81 ,  20.86 ,  28.49 ,  22.56 ,  21.33 
NBC         ,,,,,,,,,  18.32 ,  23.45 ,  18.73 ,  21.30 ,  20.57 ,  17.84 
NC          ,  29.19 ,  29.26 ,  31.19 ,  35.94 ,  0.08 ,  30.87 ,  30.82 ,  30.69 ,  29.37 ,  26.86 ,  27.40 ,  29.84 ,  31.93 ,  33.34 
NCH         ,,,  19.63 ,  25.33 ,  24.97 ,  30.20 ,  28.33 ,  24.85 ,  20.85 ,  20.47 ,  25.84 ,  24.97 ,  23.95 ,  21.65 
NEP         ,  21.68 ,  15.63 ,  19.47 ,  15.26 ,  25.16 ,  23.73 ,  30.94 ,  39.45 ,  60.61 ,  60.46 ,  57.42 ,  39.15 ,  30.49 ,  28.02 
NEW         ,  18.89 ,  35.11 ,  41.91 ,  21.81 ,  15.90 ,  18.09 ,  18.66 ,  17.18 ,  23.06 ,  18.02 ,  18.40 ,  17.43 ,  19.19 ,  20.43 
NFC         ,  20.38 ,  20.03 ,  24.45 ,  11.36 ,  38.08 ,  15.62 ,  6.08 ,  15.09 ,  14.83 ,  15.68 ,  47.11 ,  3.69 ,  4.42 ,  6.94 
NINE        ,,,,,,,,,  23.41 ,  24.02 ,  25.31 ,  24.91 ,  35.22 ,  40.84 
NKI         ,  32.37 ,  38.60 ,  33.50 ,  34.09 ,  28.63 ,  26.62 ,  24.02 ,  20.26 ,  25.87 ,  16.37 ,  18.11 ,  19.78 ,  14.92 ,  15.44 
NMG         ,  58.97 ,  39.98 ,  37.58 ,  38.09 ,  40.37 ,  42.25 ,  35.76 ,  30.29 ,  29.34 ,  30.91 ,  29.24 ,  28.47 ,  28.13 ,  28.64 
NNCL        ,,,  22.97 ,  20.94 ,  22.98 ,  19.92 ,  31.95 ,  37.30 ,  23.21 ,  28.27 ,  29.04 ,  40.38 ,  99.99 ,  26.29 
NOBLE       ,  14.80 ,  9.66 ,  23.98 ,  16.68 ,  20.34 ,  19.51 ,  18.34 ,  15.68 ,  11.36 ,  21.99 ,  21.14 ,  23.70 ,  29.11 ,  173.83 
NPK         ,,,,,,,,,,  5.09 ,  5.33 ,  6.06 ,  6.74 ,  6.85 
NSI         ,  28.49 ,  27.87 ,  19.99 ,  21.78 ,  27.09 ,  26.80 ,  26.92 ,  25.46 ,  25.78 ,  18.76 ,  20.17 ,  17.85 ,  18.72 ,  18.11 
NTV         ,  13.53 ,  12.97 ,  13.92 ,  13.65 ,  13.34 ,  13.83 ,  13.29 ,  14.02 ,  13.59 ,  14.72 ,  13.94 ,  14.44 ,  13.84 ,  13.12 
NUSA        ,  22.34 ,  14.99 ,  13.07 ,  21.88 ,  172.92 ,  496.59 ,  86.53 ,  66.99 ,  15.20 ,  19.77 ,  29.53 ,  52.75 ,  21.78 ,  30.07 
NWR         ,  44.61 ,  10.89 ,  8.49 ,  9.24 ,  10.26 ,  10.20 ,  8.37 ,  11.20 ,  30.82 ,  6.82 ,  6.08 ,  5.44 ,  4.60 ,  4.98 
OCC         ,  38.69 ,  39.67 ,  43.56 ,  42.07 ,  43.18 ,  45.61 ,  44.82 ,  44.41 ,  44.01 ,  43.24 ,  42.78 ,  43.56 ,  43.46 ,  45.02 
OGC         ,  17.47 ,  20.02 ,  16.42 ,  20.30 ,  19.95 ,  20.18 ,  22.58 ,  20.24 ,  24.10 ,  22.91 ,  25.38 ,  24.44 ,  21.82 ,  23.39 
OHTL        ,  36.23 ,  27.72 ,  23.99 ,  26.40 ,  27.38 ,  27.12 ,  28.70 ,  33.03 ,  30.62 ,  30.63 ,  28.41 ,  29.54 ,  31.98 ,  32.72 
OISHI       ,,,  23.37 ,  23.04 ,  28.39 ,  24.50 ,  24.09 ,  23.78 ,  19.91 ,  22.41 ,  25.40 ,  28.16 ,  30.00 ,  28.76 
PAE         ,  6.70 ,  75.12 ,  23.45 ,  23.37 ,  7.92 ,  18.06 ,  26.58 ,  17.83 ,  17.03 ,  5.58 ,  5.77 ,  20.29 ,  10.80 ,  17.36 
PAF         ,  9.17 ,  9.20 ,  8.48 ,  8.94 ,  9.98 ,  11.24 ,  11.45 ,  12.85 ,  18.89 ,  13.85 ,  17.38 ,  21.90 ,  18.94 ,  21.52 
PAP         ,,,  4.30 ,  4.54 ,  5.54 ,  5.86 ,  5.40 ,  6.28 ,  5.68 ,  5.23 ,  4.79 ,  4.95 ,  5.08 ,  5.79 
PATO        ,  9.22 ,  8.72 ,  8.12 ,  8.42 ,  8.22 ,  8.84 ,  8.73 ,  8.23 ,  10.50 ,  8.60 ,  17.41 ,  10.89 ,  10.72 ,  10.59 
PB          ,  27.11 ,  26.84 ,  27.57 ,  27.07 ,  27.72 ,  26.31 ,  23.40 ,  23.29 ,  23.06 ,  21.57 ,  22.39 ,  22.47 ,  22.83 ,  22.39 
PDI         ,  10.38 ,  9.74 ,  9.46 ,  11.87 ,  9.62 ,  4.77 ,  5.12 ,  5.92 ,  5.43 ,  5.75 ,  7.98 ,  23.85 ,  6.60 ,  15.61 
PE          ,  24.22 ,  20.52 ,  19.96 ,  22.23 ,  43.54 ,  41.60 ,  38.38 ,,,,,,,
PERM        ,,,,  6.03 ,  5.89 ,  6.47 ,  6.34 ,  4.04 ,  3.01 ,  2.08 ,  2.31 ,  2.60 ,  2.49 ,  4.82 
PF          ,  15.22 ,  14.22 ,  20.20 ,  20.65 ,  24.30 ,  20.53 ,  16.50 ,  17.68 ,  20.38 ,  24.69 ,  27.57 ,  27.78 ,  24.72 ,  30.00 
PG          ,  24.97 ,  24.05 ,  22.92 ,  21.19 ,  20.91 ,  22.09 ,  25.67 ,  26.33 ,  27.14 ,  24.79 ,  25.28 ,  26.56 ,  24.48 ,  25.36 
PHOL        ,,,,,,,,,  23.53 ,  22.17 ,  20.27 ,  21.39 ,  21.33 ,  20.73 
PICO        ,,,  17.38 ,  17.96 ,  14.10 ,  16.02 ,  17.90 ,  22.71 ,  15.48 ,  13.69 ,  21.07 ,  20.88 ,  21.50 ,  19.21 
PL          ,"  6,062.27 ",  8.96 ,  9.56 ,  6.92 ,  6.87 ,  7.94 ,  9.44 ,"  1,825.02 ","  1,816.45 ","  2,185.21 ",  6.11 ,"  2,232.22 ","  2,779.93 ","  2,876.02 "
PLE         ,  7.23 ,  9.08 ,  3.96 ,  4.65 ,  4.74 ,  6.47 ,  6.17 ,  7.03 ,  6.71 ,  6.08 ,  6.53 ,  5.81 ,  6.09 ,  9.24 
PM          ,,,,,,,  16.49 ,  17.48 ,  17.59 ,  16.05 ,  15.07 ,  16.38 ,  15.78 ,  16.04 
POMPUI      ,  21.53 ,  25.90 ,  21.65 ,  23.72 ,  17.67 ,  19.43 ,  16.74 ,  17.66 ,  17.29 ,  15.76 ,  19.61 ,  22.77 ,  23.77 ,  21.13 
POST        ,  27.75 ,  34.71 ,  30.53 ,  30.72 ,  31.79 ,  33.16 ,  31.14 ,  30.76 ,  25.70 ,  26.99 ,  23.59 ,  24.60 ,  30.05 ,  31.64 
PPM         ,,,  5.65 ,  2.76 ,  2.78 ,  4.94 ,  5.92 ,  6.22 ,  6.93 ,  8.69 ,  7.52 ,  7.93 ,  10.35 ,  10.84 
PR          ,  6.67 ,  8.19 ,  12.14 ,  11.37 ,  11.76 ,  10.71 ,  9.62 ,  10.64 ,  11.08 ,  10.64 ,  9.96 ,  11.13 ,  12.36 ,  13.80 
PRANDA      ,  23.06 ,  23.19 ,  21.77 ,  23.91 ,  20.80 ,  19.89 ,  23.75 ,  26.38 ,  21.61 ,  23.55 ,  22.64 ,  27.76 ,  30.61 ,  34.23 
PREB        ,,,,  4.61 ,  5.57 ,  6.24 ,  5.78 ,  6.93 ,  5.94 ,  5.74 ,  5.51 ,  5.60 ,  4.84 ,  6.75 
PRECHA      ,  37.60 ,  27.31 ,  22.55 ,  20.25 ,  25.34 ,  43.09 ,  18.85 ,  9.14 ,  20.23 ,  20.94 ,  27.98 ,  46.17 ,  40.69 ,  37.17 
PRG         ,  14.73 ,  12.16 ,  12.04 ,  10.98 ,  9.11 ,  10.65 ,  11.02 ,  10.52 ,  9.33 ,  11.42 ,  14.44 ,  11.10 ,  15.71 ,  17.95 
PRIN        ,,,,  11.43 ,  12.16 ,  17.92 ,  8.74 ,  6.50 ,  12.76 ,  24.27 ,  20.38 ,  21.76 ,  23.88 ,  23.32 
PRO         ,,,  23.76 ,  21.88 ,  50.38 ,  82.04 ,  31.32 ,  28.48 ,  35.40 ,  31.01 ,  27.64 ,  23.13 ,  21.08 ,  22.62 
PS          ,,,,  12.12 ,  12.59 ,  16.76 ,  14.55 ,  12.86 ,  18.20 ,  20.01 ,  14.52 ,  15.64 ,  16.57 ,  14.95 
PSL         ,  26.21 ,  4.73 ,  2.89 ,  2.43 ,  3.06 ,  5.23 ,  5.96 ,  7.28 ,  10.11 ,  9.24 ,  7.60 ,  8.47 ,  5.50 ,  9.07 
PT          ,  25.85 ,  27.84 ,  25.37 ,  25.18 ,  22.15 ,  24.67 ,  23.85 ,  27.07 ,  26.33 ,  23.33 ,  20.79 ,  20.25 ,  20.77 ,  24.87 
PTL         ,,,,  9.76 ,  12.76 ,  11.14 ,  9.34 ,  10.26 ,  10.31 ,  7.19 ,  8.44 ,  12.56 ,  11.47 ,  10.81 
PTT         ,  3.58 ,  2.80 ,  2.90 ,  2.44 ,  2.37 ,  2.04 ,  1.89 ,  2.24 ,  1.90 ,  1.85 ,  1.76 ,  1.75 ,  3.37 ,  3.59 
PTTEP       ,  31.38 ,  3.80 ,  4.14 ,  4.10 ,  3.42 ,  3.58 ,  3.41 ,  4.37 ,  4.34 ,  4.73 ,  4.62 ,  16.01 ,  16.00 ,  18.31 
PTTGC       ,,,,,,,,,,  2.65 ,  2.12 ,  2.54 ,  2.54 ,  2.83 
PYLON       ,,,,  8.66 ,  6.17 ,  8.68 ,  5.65 ,  7.62 ,  7.71 ,  6.70 ,  4.79 ,  5.51 ,  5.27 ,  6.44 
Q-CON       ,,,  13.10 ,  21.75 ,  21.28 ,  21.98 ,  21.70 ,  19.54 ,  21.05 ,  17.63 ,  9.66 ,  9.44 ,  9.64 ,  10.90 
QH          ,  17.15 ,  14.27 ,  18.15 ,  16.63 ,  16.60 ,  15.85 ,  14.60 ,  12.42 ,  14.67 ,  23.82 ,  20.18 ,  17.23 ,  18.29 ,  18.91 
QLT         ,,,,,,,,  13.46 ,  14.31 ,  12.85 ,  11.80 ,  12.51 ,  11.89 ,  14.35 
QTC         ,,,,,,,,,,  12.19 ,  11.60 ,  14.78 ,  15.17 ,  11.38 
RAM         ,  12.53 ,  8.67 ,  10.49 ,  9.85 ,  9.88 ,  11.25 ,  9.49 ,  8.42 ,  9.33 ,  8.99 ,  9.33 ,  11.20 ,  10.23 ,  10.97 
RATCH       ,  1.54 ,  1.21 ,  1.25 ,  2.25 ,  1.04 ,  1.50 ,  1.51 ,  1.95 ,  2.12 ,  3.19 ,  2.73 ,  3.46 ,  3.99 ,  2.73 
RCI         ,  30.90 ,  18.17 ,  18.37 ,  21.45 ,  23.46 ,  24.42 ,  27.87 ,  29.34 ,  33.15 ,  35.92 ,  29.16 ,  23.99 ,  25.03 ,  27.27 
RCL         ,  6.72 ,  6.91 ,  5.87 ,  5.48 ,  5.97 ,  6.36 ,  6.86 ,  8.80 ,  8.63 ,  9.41 ,  8.69 ,  8.33 ,  8.31 ,  7.85 
RICH        ,,,,,  1.93 ,  2.27 ,  3.67 ,  2.12 ,  1.66 ,  2.20 ,  3.10 ,  3.29 ,  4.33 ,  2.44 
RML         ,"  2,085.72 ",  46.91 ,  36.51 ,  17.22 ,  45.38 ,  35.51 ,  30.22 ,  27.38 ,  19.28 ,  48.58 ,  15.62 ,  14.17 ,  8.43 ,  16.33 
ROBINS      ,  27.64 ,  26.00 ,  23.77 ,  23.17 ,  25.22 ,  23.57 ,  22.32 ,  22.28 ,  21.17 ,  21.28 ,  22.12 ,  23.40 ,  26.48 ,  28.71 
ROCK        ,  28.42 ,  26.53 ,  24.81 ,  23.32 ,  24.07 ,  24.45 ,  23.40 ,  31.96 ,  21.04 ,  26.92 ,  28.66 ,  25.12 ,  30.69 ,  24.89 
