Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
IFS         ,,,,,,,,,  5.39 ,  4.97 ,  5.42 ,  4.34 ,  5.11 ,  4.40 
IHL         ,,,,  17.71 ,  11.35 ,  1.07 ,  13.56 ,  10.78 ,  21.74 ,  11.53 ,  15.56 ,  11.99 ,  11.14 ,  11.07 
ILINK       ,,,  21.59 ,  24.46 ,  33.61 ,  17.65 ,  18.82 ,  19.04 ,  11.53 ,  13.00 ,  15.61 ,  12.93 ,  10.22 ,11.00
INET        ,  13.84 ,  15.53 ,  14.83 ,  11.80 ,  1.37 ,  (0.34),  (4.77),  1.91 ,  (2.75),  (10.08),  (0.58),  0.70 ,  1.88 ,  6.22 
INOX        ,,,  9.36 ,  1.99 ,  11.98 ,  0.79 ,  (6.85),  3.46 ,  4.68 ,,  -   ,  (2.02),  1.25 ,  1.12 
INSURE      ,  4.84 ,  7.68 ,  1.14 ,  0.18 ,  (5.67),  3.00 ,  (3.74),  (4.87),  1.77 ,  (2.96),  (3.15),  0.45 ,  (3.10),  6.65 
INTUCH      ,  13.51 ,  19.32 ,  15.71 ,  14.14 ,  4.67 ,  7.87 ,  8.31 ,  11.55 ,  14.58 ,  33.15 ,  28.91 ,  31.75 ,  31.12 ,  32.16 
IRC         ,  9.88 ,  14.30 ,  15.07 ,  11.81 ,  8.83 ,  14.33 ,  11.59 ,  11.81 ,  13.39 ,  5.67 ,  3.61 ,  12.28 ,  9.60 ,  13.46 
IRCP        ,,  14.89 ,  12.04 ,  3.14 ,  11.30 ,  0.01 ,  (6.50),  5.35 ,  11.59 ,  7.62 ,  6.49 ,  10.95 ,  17.30 ,  7.74 
IRPC        ,  2.42 ,  6.62 ,  12.60 ,  18.94 ,  6.37 ,  10.92 ,  (14.31),  5.92 ,  5.84 ,  4.74 ,  0.23 ,  2.18 ,  (3.76),  8.74 
IT          ,,  20.61 ,  18.32 ,  17.51 ,  17.36 ,  15.71 ,  15.67 ,  15.22 ,  17.50 ,  18.69 ,  6.70 ,  (0.43),  (0.77),  1.40 
ITD         ,  5.35 ,  5.92 ,  5.98 ,  5.11 ,  (2.31),  4.89 ,  (1.50),  0.85 ,  4.95 ,  1.45 ,  4.70 ,  5.71 ,  4.63 ,  2.76 
IVL         ,,,,,,,,,  16.95 ,  16.57 ,  5.59 ,  3.68 ,  3.61 ,  5.96 
JAS         ,  (2.11),  16.90 ,  13.10 ,  11.35 ,  7.50 ,  4.34 ,  (4.71),  5.74 ,  7.86 ,  10.36 ,  15.40 ,  19.42 ,  19.23 ,  59.96 
JCT         ,  (1.35),  2.08 ,  8.69 ,  10.71 ,  9.87 ,  17.55 ,  19.44 ,  21.17 ,  13.71 ,  15.58 ,  13.81 ,  12.57 ,  15.17 ,  11.21 
JMART       ,,,,,,,,  8.94 ,  8.72 ,  17.35 ,  18.54 ,  13.84 ,  10.12 ,  7.56 
JTS         ,,,,,  11.51 ,  4.66 ,  1.74 ,  4.78 ,  1.31 ,  1.36 ,  (2.67),  1.35 ,  (5.70),  (1.93)
JUBILE      ,,,,,,,,  18.00 ,  24.15 ,  26.93 ,  30.05 ,  29.87 ,  24.92 ,  15.49 
JUTHA       ,  (5.87),  7.10 ,  13.99 ,  9.69 ,  18.84 ,  16.23 ,  9.81 ,  5.31 ,  7.87 ,  (1.37),  1.88 ,  0.94 ,  1.02 ,  0.81 
KAMART      ,  9.27 ,  42.05 ,  8.56 ,  (1.16),  (2.00),  (4.22),  (3.40),  (27.60),  (2.58),  15.80 ,  28.54 ,  26.91 ,  14.37 ,  27.74 
KASET       ,,,,  4.22 ,  3.92 ,  4.09 ,  14.35 ,  2.85 ,  2.54 ,  0.45 ,  (11.12),  (4.78),  (7.87),  1.21 
KBANK       ,  0.86 ,  1.88 ,  1.88 ,  2.17 ,  2.01 ,  2.22 ,  1.93 ,  1.59 ,  2.09 ,  2.45 ,  2.58 ,  2.58 ,  2.69 ,  2.20 
KBS         ,,,,,,,,,,  0.97 ,  22.21 ,  12.65 ,  6.50 ,  (0.11)
KC          ,,  1.07 ,  12.29 ,  7.77 ,  6.33 ,  3.37 ,  3.73 ,  1.97 ,  1.11 ,  (0.25),  3.17 ,  1.89 ,  2.87 ,  2.12 
KCAR        ,,,,  13.81 ,  14.16 ,  13.37 ,  12.07 ,  7.93 ,  10.63 ,  12.66 ,  14.30 ,  9.64 ,  7.57 ,  6.75 
KCE         ,  6.09 ,  7.08 ,  5.28 ,  2.98 ,  2.52 ,  6.07 ,  (1.10),  4.94 ,  8.48 ,  3.14 ,  9.13 ,  12.71 ,  17.31 ,  15.61 
KDH         ,  8.86 ,  5.95 ,  4.94 ,  4.15 ,  5.12 ,,  (1.02),  (5.98),  (1.14),  13.76 ,  6.41 ,  (11.90),  (5.02),  (6.27)
KGI         ,  6.83 ,  11.75 ,  5.05 ,  2.94 ,  3.28 ,  6.78 ,  3.40 ,  4.47 ,  10.75 ,  9.41 ,  5.96 ,  9.75 ,  10.25 ,  7.39 
KIAT        ,,,,,,,,,  31.15 ,  24.24 ,  16.01 ,  16.22 ,  13.39 ,  12.69 
KKC         ,  20.73 ,  30.67 ,  15.91 ,  8.45 ,  4.91 ,  1.93 ,  2.84 ,  8.75 ,  14.04 ,  3.87 ,  5.46 ,  2.51 ,  2.99 ,  5.25 
KSL         ,,,,  9.48 ,  10.66 ,  11.52 ,  9.68 ,  8.31 ,  2.43 ,  13.15 ,  13.44 ,  7.51 ,  7.17 ,  4.71 
KTB         ,  0.79 ,  0.80 ,  0.97 ,  1.50 ,  1.19 ,  0.62 ,  1.24 ,  1.23 ,  1.24 ,  1.22 ,  1.49 ,  1.75 ,  1.52 ,  1.27 
KTC         ,  2.34 ,  4.31 ,  4.60 ,,  2.15 ,  2.36 ,  2.04 ,  (1.27),  0.87 ,  (3.33),  1.21 ,  3.24 ,  4.15 ,  4.56 
KTECH       ,,,  4.22 ,  3.43 ,  0.54 ,  (31.87),  (100.68),  (52.80),  (49.69),  (44.58),  784.17 ,  12.47 ,  64.25 ,  2.11 
KTP         ,  0.04 ,  0.08 ,  (3.66),  0.48 ,  (0.09),  (1.08),  (1.65),  (2.03),  (4.04),  (5.63),  (5.48),  (8.24),  (1.21),  (2.27)
KWC         ,  2.90 ,  4.81 ,  7.23 ,  6.48 ,  6.95 ,  8.28 ,  9.32 ,  10.86 ,  16.71 ,  17.32 ,  16.20 ,  16.53 ,  15.97 ,  12.20 
KYE         ,  6.98 ,  7.21 ,  2.38 ,  8.19 ,  6.30 ,  0.74 ,  1.98 ,  11.87 ,  26.35 ,  15.94 ,  16.49 ,  16.20 ,  9.12 ,  15.49 
L&E         ,,,,,,,,,,,,,  8.73 ,  4.75 
LALIN       ,  21.57 ,  36.57 ,  21.56 ,  22.07 ,  12.44 ,  4.54 ,  6.66 ,  8.64 ,  10.37 ,  9.27 ,  7.07 ,  8.82 ,  8.06 ,  6.00 
LANNA       ,  4.65 ,  3.12 ,  13.23 ,  28.75 ,  22.77 ,  22.42 ,  35.32 ,  32.61 ,  35.39 ,  41.72 ,  27.49 ,  14.40 ,  10.46 ,  7.91 
LEE         ,  14.62 ,  13.70 ,  10.24 ,  14.81 ,  20.66 ,  17.17 ,  7.21 ,  14.11 ,  12.03 ,  13.57 ,  12.27 ,  9.46 ,  6.97 ,  5.18 
LH          ,  17.98 ,  26.39 ,  23.88 ,  17.09 ,  10.37 ,  10.42 ,  10.22 ,  11.51 ,  10.50 ,  12.54 ,  11.69 ,  11.82 ,  14.66 ,  11.43 
LHBANK      ,,,,,,,,,,  1.03 ,  0.88 ,  0.81 ,  0.95 ,  1.13 
LHK         ,,,,,,,  10.89 ,  (0.80),  9.58 ,  13.76 ,  11.13 ,  12.71 ,  9.86 ,  9.42 
LOXLEY      ,  8.54 ,  7.26 ,  3.61 ,  (4.72),  7.79 ,  5.18 ,  (19.28),  5.88 ,  0.26 ,  5.25 ,  6.80 ,  7.12 ,  4.98 ,  2.99 
LPN         ,  7.53 ,  18.85 ,  14.08 ,  19.59 ,  20.91 ,  21.19 ,  21.34 ,  23.13 ,  25.59 ,  27.54 ,  24.92 ,  18.93 ,  13.85 ,  15.89 
LRH         ,  5.57 ,  9.04 ,  13.18 ,  1.47 ,  11.37 ,  8.90 ,  6.22 ,  1.88 ,  10.14 ,  0.24 ,  1.42 ,  2.04 ,  1.04 ,  2.48 
LST         ,  11.47 ,  16.61 ,  8.58 ,  4.45 ,  11.89 ,  9.28 ,  15.37 ,  12.13 ,  7.08 ,  9.50 ,  10.30 ,  9.11 ,  11.33 ,  8.12 
LTX         ,  17.32 ,  12.77 ,  12.15 ,  10.01 ,  10.16 ,  6.85 ,  3.60 ,  3.23 ,  5.24 ,  9.23 ,  2.81 ,  9.88 ,  6.94 ,  1.28 
MACO        ,,,,,,,,,,,,  27.17 ,  19.68 ,  25.20 
MAJOR       ,  17.00 ,  18.97 ,  (6.39),  12.20 ,  13.60 ,  17.66 ,  10.44 ,  5.29 ,  9.33 ,  10.57 ,  10.41 ,  11.54 ,  10.99 ,  11.62 
MAKRO       ,  7.76 ,  7.78 ,  9.14 ,  8.60 ,  8.95 ,  9.18 ,  11.95 ,  10.48 ,  11.88 ,  14.17 ,  15.31 ,  16.16 ,  15.87 ,  15.40 
MALEE       ,  (3.76),  (2.30),  3.32 ,  2.54 ,  4.04 ,  (1.24),  (7.66),  4.49 ,  6.46 ,  11.81 ,  31.81 ,  15.01 ,  14.73 ,  14.80 
MANRIN      ,  6.83 ,  10.18 ,  6.88 ,  10.69 ,  10.87 ,  3.58 ,  (8.01),  (5.07),  10.49 ,  (3.68),  (3.04),  (4.40),  (0.14),  2.30 
MATCH       ,,,,  (7.13),  (20.48),  (4.52),  7.54 ,  (3.24),  7.88 ,  4.31 ,  13.97 ,  10.38 ,  2.98 ,  (2.62)
MATI        ,  9.56 ,  12.59 ,  8.53 ,  8.55 ,  8.57 ,  15.87 ,  10.58 ,  8.91 ,  9.13 ,  6.79 ,  7.00 ,  7.41 ,  (2.12),  (5.10)
MAX         ,  (37.92),  (42.94),  10.07 ,,  9.23 ,  11.36 ,  2.74 ,  (42.18),  1.29 ,  3.96 ,  (64.40),  (10.64),  (1.74),  (3.29)
MBAX        ,,,,,,  7.65 ,  6.52 ,  5.44 ,  (0.49),  0.92 ,  9.48 ,  3.05 ,  6.48 ,  8.84 
MBK         ,  8.68 ,  9.04 ,  9.68 ,  9.57 ,  10.58 ,  11.44 ,  11.59 ,  9.07 ,  14.91 ,  4.06 ,  9.33 ,  16.06 ,  6.97 ,  7.21 
MBKET       ,,  12.33 ,  16.56 ,  14.52 ,  12.09 ,  11.99 ,  11.84 ,  16.04 ,  14.32 ,  11.88 ,  9.39 ,,  9.01 ,  6.64 
M-CHAI      ,  12.41 ,  10.25 ,  8.80 ,  10.98 ,  10.51 ,  8.44 ,  9.66 ,  10.98 ,  11.97 ,  15.03 ,  16.07 ,  14.07 ,  10.21 ,  11.42 
MCOT        ,,,  13.60 ,  18.99 ,  25.62 ,  17.61 ,  18.60 ,  19.96 ,  20.60 ,  19.55 ,  21.28 ,  17.28 ,  5.30 ,  1.13 
MCS         ,,,,  18.41 ,  21.89 ,  19.45 ,  17.62 ,  24.76 ,  29.19 ,  15.88 ,  5.66 ,  12.81 ,  3.38 ,  20.60 
MDX         ,  11.08 ,  25.20 ,  9.46 ,  3.91 ,  10.72 ,  7.63 ,  6.15 ,  2.67 ,  7.00 ,  5.64 ,  12.72 ,  5.40 ,  9.06 ,  6.53 
METCO       ,  15.65 ,  18.10 ,  19.78 ,  15.11 ,  7.44 ,  10.00 ,  9.21 ,  0.69 ,  10.07 ,  4.32 ,  (5.66),  (10.67),  7.24 ,  9.92 
MFC         ,  4.90 ,  12.73 ,  15.95 ,  9.47 ,  8.69 ,  11.34 ,  7.47 ,  10.50 ,  16.43 ,  16.71 ,  17.83 ,  27.33 ,  18.29 ,  15.07 
MFEC        ,,  16.25 ,  22.19 ,  11.03 ,  13.69 ,  13.80 ,  12.14 ,  8.04 ,  4.65 ,  9.57 ,  6.66 ,  8.75 ,  10.27 ,  7.77 
MIDA        ,,  22.27 ,  15.16 ,  12.87 ,  8.42 ,  3.37 ,  2.92 ,  2.14 ,  4.07 ,  5.35 ,  (1.40),  7.99 ,  4.44 ,  4.61 
MILL        ,,,,,,,  13.47 ,  5.91 ,  3.96 ,  4.95 ,  5.35 ,  4.06 ,  (1.73),  8.30 
MINT        ,  10.32 ,  8.55 ,  9.69 ,  11.91 ,  11.80 ,  12.61 ,  12.66 ,  8.36 ,  6.77 ,  11.46 ,  10.64 ,  10.61 ,  9.01 ,  10.41 
MJD         ,,,,,,  8.04 ,  8.75 ,  7.70 ,  4.43 ,  3.42 ,  0.74 ,  0.17 ,  7.38 ,  2.67 
MK          ,  3.84 ,  8.49 ,  7.31 ,  9.68 ,  8.05 ,  6.61 ,  8.73 ,  12.59 ,  12.00 ,  5.15 ,  4.84 ,  7.70 ,  7.92 ,  8.21 
ML          ,,,  3.20 ,  2.59 ,  2.22 ,  1.84 ,  1.67 ,  3.14 ,  6.16 ,  6.29 ,  6.57 ,  5.33 ,  4.14 ,  4.56 
MODERN      ,  5.87 ,  10.64 ,  13.86 ,  15.96 ,  15.12 ,  13.16 ,  15.90 ,  11.94 ,  18.70 ,  16.31 ,  15.80 ,  13.29 ,  22.99 ,  20.49 
MOONG       ,,,,,,,,  10.95 ,  10.72 ,  10.68 ,  8.29 ,  9.22 ,  8.68 ,  10.89 
MPIC        ,,  (22.97),  (51.96),  (41.25),  (48.96),  (25.14),  (51.30),  1.79 ,  5.32 ,  6.18 ,  (19.38),  (19.26),  (15.15),  (8.83)
MSC         ,  6.89 ,  5.71 ,  7.24 ,  11.73 ,  14.23 ,  10.54 ,  9.25 ,  5.37 ,  8.48 ,  8.97 ,  11.80 ,  9.99 ,  8.50 ,  9.04 
MTI         ,,,,,,,  1.13 ,  4.78 ,  4.94 ,  2.09 ,  (5.96),  5.92 ,  6.14 ,  6.20 
NBC         ,,,,,,,,,  29.36 ,  23.66 ,  11.78 ,  5.89 ,  0.89 ,  0.96 
NC          ,  4.82 ,  5.00 ,  0.97 ,  (2.29),  2.45 ,  5.39 ,  7.63 ,  7.29 ,  12.38 ,  11.32 ,  10.58 ,  7.31 ,  6.08 ,  2.39 
NCH         ,,,  9.25 ,  3.75 ,  2.69 ,  (0.36),  (0.02),  3.20 ,  4.55 ,  11.14 ,  4.23 ,  3.84 ,  4.20 ,  4.87 
NEP         ,  12.68 ,  5.97 ,  1.52 ,  4.42 ,  9.44 ,  5.36 ,  (7.09),  (0.50),  7.52 ,  (1.85),  38.21 ,  (4.72),  (22.29),  (15.50)
NEW         ,  2.69 ,  (2.87),  (6.22),  -   ,  0.47 ,  3.41 ,  1.75 ,  3.88 ,  4.18 ,  1.77 ,  2.97 ,  4.77 ,  4.80 ,  4.66 
NFC         ,  (6.09),  (6.65),  (46.27),  (8.71),  (49.02),  (34.91),  (6.86),  15.28 ,  (9.69),  (15.04),  (12.45),  (8.62),  (12.49),  6.35 
NINE        ,,,,,,,,,  10.75 ,  8.95 ,  10.07 ,  5.52 ,  0.83 ,  (1.81)
NKI         ,  3.86 ,  5.49 ,  6.49 ,  7.39 ,  7.14 ,  9.85 ,  5.26 ,  5.56 ,  4.22 ,  (0.87),  0.21 ,  2.11 ,  4.94 ,  1.25 
NMG         ,  (0.09),  6.93 ,  5.60 ,  1.93 ,  1.05 ,  (11.93),  2.84 ,  2.73 ,  15.64 ,  8.39 ,  9.60 ,  9.06 ,  2.47 ,  1.09 
NNCL        ,,,  5.16 ,  13.99 ,  12.53 ,  14.04 ,  4.09 ,  2.06 ,  7.79 ,  3.84 ,  7.39 ,  10.99 ,  (8.61),  (1.89)
NOBLE       ,  14.25 ,  21.03 ,  6.64 ,  11.23 ,  8.40 ,  7.19 ,  7.96 ,  7.79 ,  14.91 ,  4.99 ,  3.75 ,  3.43 ,  1.82 ,  (2.01)
NPK         ,,,,,,,,,,  22.05 ,  17.17 ,  8.64 ,  8.05 ,  9.37 
NSI         ,  (1.79),  (10.78),  (2.64),  2.87 ,  0.35 ,  (2.18),  3.65 ,  4.54 ,  6.39 ,  7.45 ,  2.57 ,  7.61 ,  6.69 ,  5.65 
NTV         ,  11.52 ,  16.73 ,  17.47 ,  18.60 ,  24.46 ,  23.22 ,  22.69 ,  22.22 ,  23.37 ,  19.64 ,  23.78 ,  19.24 ,  19.95 ,  21.47 
NUSA        ,  (21.26),  (19.56),  (20.21),  (20.91),  (22.08),  (17.33),  10.66 ,  (5.52),  5.49 ,  2.67 ,  2.75 ,  (0.67),  2.40 ,  1.48 
NWR         ,  (19.90),  (10.63),  0.06 ,  (8.25),  (3.02),  (24.47),  5.91 ,  4.29 ,  4.60 ,  4.02 ,  9.67 ,  2.65 ,  1.61 ,  0.03 
OCC         ,  21.90 ,  19.79 ,  13.64 ,  16.64 ,  16.12 ,  10.80 ,  13.14 ,  13.86 ,  13.86 ,  17.28 ,  15.46 ,  12.30 ,  11.02 ,  9.46 
OGC         ,  27.96 ,  20.70 ,  14.97 ,  13.01 ,  9.92 ,  9.36 ,  5.69 ,  1.05 ,  5.11 ,  3.41 ,  (0.60),  0.03 ,  3.39 ,  6.82 
OHTL        ,  22.18 ,  14.50 ,  22.94 ,  21.07 ,  22.75 ,  21.01 ,  17.21 ,  8.26 ,  7.17 ,  10.67 ,  18.54 ,  19.35 ,  12.57 ,  11.49 
OISHI       ,,,  22.22 ,  25.69 ,  8.30 ,  21.72 ,  19.51 ,  22.44 ,  25.63 ,  16.66 ,  10.38 ,  6.76 ,  6.99 ,  8.91 
PAE         ,  (10.80),  7.06 ,  2.57 ,  (9.30),  3.41 ,  (5.89),  (26.27),  (19.84),  (11.16),  6.64 ,  (17.54),  (28.31),  (45.73),  (12.07)
PAF         ,  7.06 ,  (24.77),  7.03 ,  (5.14),  7.44 ,  0.86 ,  1.84 ,  (6.41),  (16.62),  (2.94),  (36.07),  30.41 ,  8.58 ,  26.79 
PAP         ,,,  30.73 ,  0.79 ,  13.98 ,  7.88 ,  11.93 ,  6.19 ,  9.63 ,  12.70 ,  10.70 ,  14.92 ,  7.46 ,  1.02 
PATO        ,  10.85 ,  15.89 ,  10.55 ,  19.62 ,  13.80 ,  23.57 ,  31.37 ,  36.32 ,  36.11 ,  37.63 ,  19.29 ,  28.10 ,  24.72 ,  19.54 
PB          ,  10.89 ,  13.45 ,  15.84 ,  18.57 ,  17.74 ,  14.55 ,  17.74 ,  20.27 ,  21.67 ,  23.39 ,  21.13 ,  20.47 ,  20.69 ,  22.93 
PDI         ,  0.53 ,  0.80 ,  4.95 ,  11.52 ,  27.54 ,  13.83 ,  4.32 ,  4.54 ,  8.55 ,  0.40 ,  (8.51),  (18.30),  9.55 ,  11.74 
PE          ,  9.61 ,  0.81 ,  3.23 ,  17.78 ,  22.96 ,  19.08 ,  3.83 ,  0.77 ,  (0.10),  3.36 ,  3.21 ,  2.34 ,  (4.88),  (8.69)
PERM        ,,,,  9.27 ,  3.65 ,  3.47 ,  2.49 ,  (1.85),  4.48 ,  4.48 ,  4.73 ,  2.65 ,  2.73 ,  (5.22)
PF          ,  34.75 ,  14.65 ,  10.67 ,  10.42 ,  2.43 ,  4.99 ,  8.80 ,  6.13 ,  6.85 ,  5.20 ,  3.58 ,  2.85 ,  4.09 ,  2.45 
PG          ,  14.64 ,  14.16 ,  17.44 ,  25.75 ,  20.52 ,  16.21 ,  10.79 ,  10.43 ,  9.16 ,  8.59 ,  7.58 ,  4.68 ,  3.21 ,  0.74 
PHOL        ,,,,,,,,,  12.01 ,  9.42 ,  12.58 ,  13.36 ,  9.62 ,  7.72 
PICO        ,,,  17.29 ,  14.40 ,  19.78 ,  11.53 ,  14.18 ,  (5.17),  9.76 ,  14.19 ,  12.82 ,  7.38 ,  0.32 ,  10.41 
PL          ,  7.55 ,  8.31 ,  9.13 ,  7.85 ,  7.83 ,  8.41 ,  7.77 ,  1.05 ,  4.36 ,  4.36 ,  3.15 ,  2.25 ,  1.44 ,  1.71 
PLE         ,  29.85 ,  11.64 ,  16.95 ,  9.73 ,  3.81 ,  1.83 ,  (1.93),  (9.01),  3.12 ,  (2.56),  1.26 ,  1.53 ,  2.25 ,  (18.42)
PM          ,,,,,,,  39.91 ,  28.32 ,  19.20 ,  24.69 ,  28.06 ,  24.03 ,  22.87 ,  21.17 
POMPUI      ,  (2.15),  (1.40),  (79.38),  (1.73),  (0.10),  7.45 ,  8.15 ,  7.18 ,  8.98 ,  22.85 ,  7.18 ,  6.68 ,  2.24 ,  12.97 
POST        ,  13.51 ,  13.22 ,  21.32 ,  11.15 ,  8.91 ,  4.23 ,  3.07 ,  (5.06),  6.37 ,  7.03 ,  10.14 ,  8.99 ,  (6.43),  (7.84)
PPM         ,,,  12.66 ,  7.64 ,  19.22 ,  9.12 ,  2.95 ,  2.34 ,  9.12 ,  4.66 ,  8.58 ,  5.28 ,  2.64 ,  (0.59)
PR          ,  9.92 ,  7.63 ,  4.63 ,  10.74 ,  11.27 ,  9.09 ,  11.34 ,  16.80 ,  15.49 ,  17.91 ,  17.72 ,  16.38 ,  16.91 ,  16.23 
PRANDA      ,  14.30 ,  12.83 ,  14.27 ,  13.19 ,  13.40 ,  11.33 ,  5.40 ,  8.25 ,  8.07 ,  12.50 ,  10.79 ,  3.09 ,  3.35 ,  (0.14)
PREB        ,,,,  14.01 ,  (1.44),  (0.67),  6.74 ,  2.56 ,  8.61 ,  9.70 ,  10.43 ,  8.95 ,  8.71 ,  8.18 
PRECHA      ,  (2.69),  (2.92),  8.36 ,  8.86 ,  1.76 ,  (6.94),  2.25 ,  22.35 ,  8.24 ,  9.99 ,  3.89 ,  1.33 ,  0.14 ,  0.04 
PRG         ,  0.61 ,  5.39 ,  5.29 ,  2.26 ,  5.35 ,  4.68 ,  7.85 ,  4.67 ,  4.42 ,  1.69 ,  3.95 ,  4.28 ,  3.90 ,  3.88 
PRIN        ,,,,  14.04 ,  15.81 ,  3.09 ,  8.18 ,  10.49 ,  13.02 ,  4.90 ,  6.35 ,  3.25 ,  1.43 ,  1.65 
PRO         ,,,  9.96 ,  6.78 ,  (18.33),  (11.94),  (7.69),  (29.79),  (28.29),  (40.53),  (24.68),  (4.38),  5.29 ,  30.63 
PS          ,,,,  17.66 ,  16.90 ,  16.16 ,  22.39 ,  27.56 ,  17.34 ,  10.61 ,  12.41 ,  15.23 ,  15.08 ,  15.51 
PSL         ,  11.25 ,  30.22 ,  54.28 ,  48.46 ,  29.13 ,  32.42 ,  30.86 ,  16.82 ,  5.87 ,  5.18 ,  2.48 ,  4.05 ,  1.57 ,  (6.16)
PT          ,  3.89 ,  (4.77),  (4.95),  6.74 ,  15.04 ,  5.91 ,  6.65 ,  (0.56),  5.38 ,  8.66 ,  9.26 ,  11.51 ,  13.47 ,  9.90 
PTL         ,,,,  19.84 ,  12.60 ,  7.49 ,  12.97 ,  14.90 ,  13.19 ,  38.59 ,  12.36 ,  3.29 ,  (3.29),  3.48 
PTT         ,  16.78 ,  21.47 ,  23.59 ,  21.65 ,  22.95 ,  20.13 ,  13.55 ,  11.69 ,  13.18 ,  14.07 ,  12.65 ,  10.67 ,  7.02 ,  4.33 
PTTEP       ,  23.75 ,  24.55 ,  27.94 ,  32.70 ,  33.73 ,  30.06 ,  35.02 ,  15.69 ,  21.31 ,  21.15 ,  20.06 ,  16.66 ,  8.87 ,  (0.83)
PTTGC       ,,,,,,,,,,  0.89 ,  10.43 ,  9.42 ,  4.68 ,  7.14 
PYLON       ,,,,  12.64 ,  6.05 ,  4.69 ,  15.99 ,  6.80 ,  7.11 ,  16.28 ,  8.57 ,  22.48 ,  21.75 ,  19.90 
Q-CON       ,,,  16.69 ,  2.68 ,  (0.55),  (1.90),  1.12 ,  2.99 ,  4.62 ,  7.91 ,  23.93 ,  12.00 ,  6.70 ,  0.10 
QH          ,  6.77 ,  10.06 ,  7.02 ,  5.64 ,  11.20 ,  7.28 ,  8.87 ,  9.15 ,  9.77 ,  3.92 ,  8.73 ,  10.03 ,  9.33 ,  7.79 
QLT         ,,,,,,,,  30.11 ,  25.13 ,  31.44 ,  26.62 ,  20.80 ,  23.31 ,  21.23 
QTC         ,,,,,,,,,,  21.84 ,  24.04 ,  13.20 ,  10.68 ,  17.79 
RAM         ,  12.01 ,  11.63 ,  13.26 ,  13.13 ,  18.26 ,  13.66 ,  15.79 ,  15.50 ,  20.48 ,  23.23 ,  23.65 ,  15.13 ,  13.03 ,  11.24 
RATCH       ,  12.82 ,  10.58 ,  11.29 ,  10.56 ,  10.74 ,  10.24 ,  11.44 ,  12.13 ,  10.32 ,  10.26 ,  11.65 ,  9.81 ,  9.64 ,  6.15 
RCI         ,  (3.32),  9.41 ,  14.77 ,  9.96 ,  9.67 ,  (1.82),  (7.47),  (4.42),  (7.91),  (11.83),  1.99 ,  8.50 ,  2.27 ,  (2.86)
RCL         ,  9.86 ,  7.10 ,  21.27 ,  21.72 ,  13.17 ,  15.83 ,  (1.43),  (11.62),  3.33 ,  (1.59),  (6.76),  (7.19),  2.76 ,  3.25 
RICH        ,,,,,  8.62 ,  (0.72),  (2.75),  3.61 ,  7.21 ,  (5.05),  (2.58),  (4.43),  13.02 ,  (1.23)
RML         ,  (29.80),  27.63 ,  19.80 ,  6.38 ,  (3.69),  (0.63),  2.68 ,  (1.17),  3.23 ,  (1.25),  6.73 ,  8.13 ,  14.31 ,  12.29 
ROBINS      ,  4.17 ,  6.33 ,  10.57 ,  12.39 ,  37.49 ,  12.41 ,  13.56 ,  13.30 ,  18.63 ,  16.61 ,  18.08 ,  15.03 ,  12.58 ,  12.05 
ROCK        ,  4.73 ,  7.35 ,  4.02 ,  9.59 ,  10.77 ,  9.63 ,  7.95 ,  0.54 ,  13.05 ,  (5.69),  13.98 ,  2.76 ,  0.19 ,  7.82 
ROH         ,  17.45 ,  8.30 ,  22.26 ,  22.43 ,  25.44 ,  21.06 ,  17.19 ,  (5.05),  (10.55),  (9.20),  (2.23),  0.13 ,  (10.12),  10.95 
ROJNA       ,  12.87 ,  9.68 ,  10.41 ,  10.48 ,  11.43 ,  9.45 ,  7.03 ,  7.14 ,  7.61 ,  (2.38),  6.59 ,  4.87 ,  5.18 ,  4.90 
RPC         ,,  19.27 ,  24.57 ,  17.70 ,  8.68 ,  15.50 ,  (11.69),  11.60 ,  6.42 ,  8.44 ,  (3.63),  (4.90),  (8.45),  3.86 
RS          ,,  7.79 ,  (4.82),  (17.27),  9.05 ,  (5.48),  (17.68),  6.11 ,  24.50 ,  18.64 ,  18.52 ,  18.01 ,  13.91 ,  4.16 
S & J       ,  13.24 ,  12.35 ,  9.48 ,  8.70 ,  9.46 ,  11.07 ,  11.44 ,  11.72 ,  12.47 ,  10.43 ,  6.64 ,  5.46 ,  5.36 ,  5.63 
SABINA      ,,,,,,,  13.59 ,  4.74 ,  4.38 ,  6.73 ,  9.12 ,  8.08 ,  8.67 ,  9.38 
SAFARI      ,  (3.99),  (2.94),  (0.87),  (6.69),  (4.06),  (2.86),  1.41 ,  (2.20),  58.06 ,  6.46 ,  9.39 ,  10.17 ,  4.40 ,  5.58 
SALEE       ,,,,  6.48 ,  7.95 ,  3.57 ,  8.18 ,  16.07 ,  17.09 ,  14.13 ,  26.43 ,  22.98 ,  11.90 ,  4.26 
SAM         ,,,  12.84 ,  2.62 ,  3.65 ,  1.41 ,  2.67 ,  3.15 ,  3.71 ,  3.75 ,  7.92 ,  6.11 ,  4.29 ,  (0.79)
SAMART      ,  (6.02),  7.34 ,  10.30 ,  10.41 ,  21.43 ,  8.55 ,  6.24 ,  7.27 ,  8.65 ,  11.28 ,  10.38 ,  12.61 ,  11.02 ,  6.12 
