ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
3.28,-0.83,-0.02,-109.27,31/12/2559,"5,279.84","48,389.18","78,119.72","12,972.17","63,786.32",-0.23,ITD
4.18,3.15,0.08,412.65,31/12/2560,"5,279.84","56,139.63","87,829.38","13,225.81","73,056.68",0.74,ITD
1.61,0.27,0.00,9.12,31/12/2557,"2,585.48","7,891.89","11,257.03","3,836.88","7,383.37",0.12,NWR
0.03,-4.65,-0.07,-173.84,31/12/2558,"2,585.48","7,672.81","11,434.84","3,644.07","7,752.11",-2.27,NWR
2.33,1.42,0.02,52.02,31/12/2559,"2,585.48","8,399.41","12,576.77","3,700.09","8,831.12",0.62,NWR
0.29,-5.65,-0.08,-202.81,31/12/2560,"2,585.48","9,345.32","12,251.44","3,477.26","8,720.34",-2.17,NWR
-45.73,"-1,324.39",-0.68,-635.49,31/12/2557,"2,730.17","1,193.63","1,188.39",32.26,"1,123.60",-53.24,PAE
-12.07,N.A.,-0.14,-182.61,31/12/2558,"2,770.74",745.94,"1,083.03",-134.85,"1,151.30",-24.48,PAE
-21.45,N.A.,-0.09,-239.47,31/12/2559,"2,770.89",550.44,821.08,-365.66,"1,159.99",-43.50,PAE
-16.71,N.A.,-0.05,-145.30,31/12/2560,"2,770.89",431.08,703.14,-510.60,"1,201.72",-33.71,PAE
2.25,1.93,0.04,43.33,31/12/2557,"1,084.62","9,360.03","9,675.64","2,216.95","7,472.21",0.46,PLE
-18.42,-149.20,-1.72,"-1,868.49",31/12/2558,"1,089.08","6,170.00","8,543.98",287.68,"8,306.45",-30.28,PLE
4.89,32.18,0.17,191.12,31/12/2559,"1,191.82","5,392.22","7,345.34",900.05,"6,475.73",3.54,PLE
15.26,69.29,0.89,"1,113.41",31/12/2560,"1,361.82","8,427.91","9,036.05","2,313.96","6,722.09",13.21,PLE
8.71,25.50,0.99,305.90,31/12/2557,308.68,"6,238.94","4,743.86","1,291.04","3,452.82",4.90,PREB
8.18,22.45,0.98,303.07,31/12/2558,308.68,"4,211.26","5,253.44","1,408.90","3,844.54",7.20,PREB
20.03,45.70,2.55,788.13,31/12/2559,308.68,"5,374.07","5,056.30","2,039.96","3,016.34",14.67,PREB
15.63,33.77,2.28,703.55,31/12/2560,308.68,"4,827.02","4,325.77","2,126.16","2,197.64",14.58,PREB
21.75,26.32,0.70,195.55,31/12/2557,362.07,"1,379.72","1,265.52",872.92,381.58,14.17,PYLON
19.90,22.56,0.54,201.91,31/12/2558,374.94,"1,236.54","1,163.61",916.74,252.57,16.33,PYLON
18.72,20.17,0.46,172.22,31/12/2559,374.94,"1,077.46","1,015.55",790.83,224.72,15.98,PYLON
10.54,13.08,0.27,101.26,31/12/2560,374.94,721.27,923.60,757.51,166.09,14.04,PYLON
17.66,25.30,0.72,210.47,31/12/2557,291.11,"1,903.28","1,725.06",903.45,808.08,11.06,SEAFCO
11.79,16.26,0.50,153.24,31/12/2558,305.67,"1,881.65","1,807.44",981.02,814.26,8.14,SEAFCO
10.99,15.33,0.51,156.07,31/12/2559,305.67,"1,878.10","1,884.21","1,055.49",815.95,8.31,SEAFCO
12.76,18.94,0.34,210.88,31/12/2560,305.67,"1,907.25","2,466.28","1,171.82","1,270.28",11.06,SEAFCO
10.63,21.58,0.39,322.71,31/12/2559,"1,130.00","2,911.50","6,003.96","2,250.58","3,753.38",11.08,SQ
7.04,14.91,0.32,360.05,31/12/2560,"1,130.00","3,185.68","10,240.83","2,578.20","7,662.63",11.30,SQ
35.78,35.45,2.78,853.13,31/12/2557,307.20,"2,658.07","2,734.81","2,440.34",265.31,32.10,SRICHA
17.74,15.35,1.10,339.36,31/12/2558,309.88,"1,688.55","2,183.24","1,981.91",172.10,20.10,SRICHA
5.69,5.00,0.31,97.29,31/12/2559,309.88,"1,216.83","2,236.63","1,908.53",304.35,8.00,SRICHA
-1.33,-2.54,-0.15,-46.25,31/12/2560,309.88,"1,284.07","1,997.24","1,728.94",241.72,-3.60,SRICHA
7.75,19.08,1.00,"1,520.51",31/12/2557,"1,525.11","21,955.49","25,003.72","8,350.95","16,454.48",6.93,STEC
7.89,17.30,1.00,"1,526.52",31/12/2558,"1,525.11","18,927.11","22,661.35","9,291.76","13,153.20",8.07,STEC
7.33,14.06,0.91,"1,380.75",31/12/2559,"1,525.11","18,649.81","24,999.96","10,352.77","14,415.44",7.40,STEC
-2.66,-6.24,-0.40,-610.83,31/12/2560,"1,525.11","21,190.58","33,159.96","9,215.68","23,704.90",-2.88,STEC
24.57,37.65,1.78,"2,627.45",31/12/2557,369.36,"12,054.09","14,023.18","8,044.79","5,978.39",21.80,STPI
22.99,28.93,1.60,"2,594.78",31/12/2558,406.30,"13,562.80","12,740.22","9,892.93","2,847.29",19.13,STPI
12.97,13.28,0.84,"1,365.88",31/12/2559,406.30,"10,020.06","12,565.23","10,678.99","1,328.37",13.63,STPI
-21.81,-27.38,-1.54,"-2,495.80",31/12/2560,406.30,"1,158.32","10,101.96","7,551.62","2,007.07",-215.47,STPI
8.76,14.69,0.25,396.63,31/12/2557,"1,600.00","7,083.69","6,180.29","2,924.79","3,143.93",5.60,SYNTEC
10.71,20.13,0.40,640.22,31/12/2558,"1,600.00","7,374.36","6,721.83","3,436.55","3,109.56",8.68,SYNTEC
13.15,22.66,0.54,870.40,31/12/2559,"1,600.00","8,028.12","9,523.22","4,244.84","4,721.03",10.84,SYNTEC
13.66,21.76,0.63,"1,008.41",31/12/2560,"1,600.00","9,156.70","9,930.95","5,022.82","4,367.24",11.01,SYNTEC
-4.00,-130.80,-0.61,-308.28,31/12/2557,503.90,"2,373.64","5,006.21",25.70,"3,343.58",-12.99,TPOLY
-1.41,-48.98,-0.52,-278.06,31/12/2558,566.89,"2,327.54","5,254.57","1,109.78","2,739.38",-11.95,TPOLY
5.95,10.34,0.21,121.12,31/12/2559,566.89,"2,801.19","6,311.52","1,232.64","3,457.84",4.32,TPOLY
7.88,13.30,0.31,175.39,31/12/2560,567.00,"3,482.76","6,732.78","1,404.54","3,471.06",5.04,TPOLY
12.41,16.91,0.26,214.92,31/12/2557,411.31,"3,127.73","2,630.61","1,383.80","1,252.90",6.87,TRC
10.56,15.99,0.07,305.96,31/12/2558,565.35,"3,955.03","4,571.87","2,443.84","2,151.22",7.74,TRC
8.37,11.28,0.06,290.76,31/12/2559,642.00,"3,736.90","5,003.16","2,712.56","2,319.30",7.78,TRC
3.43,3.38,0.02,92.79,31/12/2560,733.71,"2,435.95","4,598.38","2,783.49","1,842.55",3.81,TRC
3.26,9.00,0.82,460.45,31/12/2557,560.00,"19,820.26","22,635.50","5,314.95","16,236.70",2.32,TTCL
4.44,8.02,0.75,422.55,31/12/2558,560.00,"22,019.77","25,897.28","5,228.48","19,608.42",1.92,TTCL
3.74,7.61,0.71,400.10,31/12/2559,560.00,"20,358.10","25,812.10","5,287.12","19,471.23",1.97,TTCL
1.79,1.12,0.09,52.56,31/12/2560,560.00,"10,994.78","23,864.96","4,081.98","19,770.06",0.48,TTCL
6.28,12.17,0.59,502.27,31/12/2557,"1,081.02","8,200.15","17,333.76","5,652.05","11,681.63",6.13,UNIQ
6.84,12.07,0.66,712.75,31/12/2558,"1,081.02","10,182.84","18,990.49","6,159.28","12,831.10",7.00,UNIQ
6.91,13.69,0.82,883.37,31/12/2559,"1,081.02","12,665.14","23,735.01","6,747.88","16,987.02",6.97,UNIQ
6.10,12.68,0.82,890.09,31/12/2560,"1,081.02","12,675.12","27,566.44","7,296.62","20,269.68",7.02,UNIQ
10.21,13.09,0.58,291.89,31/12/2557,500.00,"5,499.97","3,698.63","2,031.48",743.55,5.31,AI
4.48,8.71,0.07,183.74,31/12/2558,700.00,"4,381.89","3,632.72","2,185.16",558.67,4.19,AI
9.30,12.81,0.10,293.85,31/12/2559,700.00,"4,673.91","3,525.14","2,403.02",392.50,6.29,AI
7.86,10.95,0.09,255.68,31/12/2560,700.00,"3,458.23","3,183.66","2,266.70",218.46,7.39,AI
7.97,8.01,0.08,104.68,31/12/2557,"1,074.63","2,075.96","2,271.84","1,325.97",945.87,5.04,AKR
7.17,7.13,0.07,94.61,31/12/2558,"1,074.63","2,111.76","2,110.14","1,326.55",783.58,4.48,AKR
-2.04,-4.94,-0.05,-62.18,31/12/2559,"1,074.63","1,698.49","2,106.12","1,190.85",915.26,-3.66,AKR
4.20,3.70,0.03,44.30,31/12/2560,"1,074.63","1,732.27","2,011.90","1,200.95",810.95,2.56,AKR
13.43,15.58,1.49,757.75,31/12/2557,510.00,"3,024.84","8,258.06","4,970.06","3,045.66",25.05,BAFS
16.02,18.45,1.50,957.69,31/12/2558,637.50,"3,359.64","8,540.54","5,410.11","2,876.35",28.51,BAFS
15.33,19.14,1.72,"1,097.12",31/12/2559,637.50,"3,711.52","12,157.85","6,056.69","4,786.65",29.56,BAFS
11.81,15.80,1.52,970.59,31/12/2560,637.50,"3,640.21","12,414.40","6,229.58","4,844.68",26.66,BAFS
5.34,3.79,1.04,"2,679.63",31/12/2557,"2,581.88","106,461.16","227,434.23","67,774.46","148,323.07",2.52,BANPU
3.09,-2.34,-0.59,"-1,534.25",31/12/2558,"2,581.88","88,168.04","236,484.81","63,206.92","161,955.84",-1.74,BANPU
4.30,2.36,0.46,"1,677.12",31/12/2559,"4,937.17","85,092.29","249,849.89","78,875.00","151,747.43",1.97,BANPU
8.05,9.62,1.55,"7,900.24",31/12/2560,"5,161.92","105,826.81","268,751.37","85,314.88","163,822.10",7.47,BANPU
2.30,2.09,0.52,711.59,31/12/2557,"1,376.92","185,475.60","76,965.53","33,306.46","42,999.56",0.38,BCP
8.04,12.07,3.01,"4,150.76",31/12/2558,"1,376.92","151,873.23","81,942.32","35,480.98","45,958.89",2.73,BCP
7.51,12.73,3.47,"4,773.38",31/12/2559,"1,376.92","145,900.28","101,782.86","39,542.74","57,874.33",3.27,BCP
7.32,13.57,4.20,"5,778.24",31/12/2560,"1,376.92","175,449.33","114,110.48","45,649.65","61,978.50",3.29,BCP
10.07,17.67,1.10,"1,541.33",31/12/2559,"9,950.00","3,380.37","25,488.56","13,516.56","11,971.85",45.60,BCPG
8.54,14.46,1.01,"2,016.15",31/12/2560,"9,961.52","4,389.36","32,099.23","14,368.79","17,730.29",45.93,BCPG
7.12,17.32,0.96,"2,126.71",31/12/2560,"5,213.80","31,924.95","89,240.84","18,653.25","63,497.06",6.66,BGRIM
14.10,17.24,1.74,"4,138.13",31/12/2559,"30,456.92","9,813.83","42,962.86","37,171.16","5,081.85",42.17,BPP
10.39,10.91,1.36,"4,154.63",31/12/2560,"30,483.55","10,842.88","47,697.65","39,006.28","7,912.83",38.32,BPP
4.21,3.99,0.43,471.82,31/12/2557,"5,500.00","7,062.04","49,327.35","12,048.13","23,223.77",6.68,CKP
3.65,2.76,0.06,411.88,31/12/2558,"7,370.00","6,886.44","54,566.54","17,754.45","22,754.36",5.98,CKP
2.37,0.31,0.01,55.05,31/12/2559,"7,370.00","6,386.55","59,305.27","17,743.74","28,799.14",0.86,CKP
2.66,0.89,0.02,158.77,31/12/2560,"7,370.00","6,960.99","60,461.60","17,748.41","29,803.08",2.28,CKP
7.74,11.17,0.52,362.02,31/12/2557,692.83,"5,100.82","6,240.72","3,346.34","2,894.98",7.10,DEMCO
-9.50,-15.78,-0.70,-509.85,31/12/2558,730.33,"5,365.77","6,765.14","3,115.38","3,635.52",-9.50,DEMCO
-1.95,-5.29,-0.22,-160.77,31/12/2559,730.34,"7,608.28","7,453.74","2,961.39","4,471.88",-2.11,DEMCO
3.14,2.19,0.09,65.59,31/12/2560,730.34,"4,643.66","7,184.00","3,026.03","4,139.04",1.41,DEMCO
12.72,31.38,0.43,"1,608.46",31/12/2557,373.00,"7,601.27","19,326.76","5,893.40","13,429.38",21.16,EA
12.84,37.32,0.72,"2,686.92",31/12/2558,373.00,"9,212.17","33,057.23","8,504.94","24,547.32",29.17,EA
11.38,32.70,0.87,"3,251.51",31/12/2559,373.00,"10,439.25","41,507.39","11,383.45","30,117.94",31.15,EA
11.53,29.31,1.02,"3,817.45",31/12/2560,373.00,"11,734.36","44,530.42","14,667.60","29,786.80",32.53,EA
9.91,21.65,0.35,"1,042.03",31/12/2557,"2,971.51","14,917.29","17,940.93","5,295.81","12,643.91",6.99,EARTH
7.79,12.83,0.34,"1,026.88",31/12/2558,"3,504.05","17,168.08","29,429.67","10,708.04","18,718.52",5.98,EARTH
5.95,7.99,0.25,871.90,31/12/2559,"3,536.60","18,502.56","34,056.23","11,106.58","22,944.71",4.71,EARTH
5.89,6.50,-0.02,-68.93,31/03/2560,"3,536.60","7,861.99","35,725.08","10,686.02","25,034.12",-0.88,EARTH
12.50,16.29,0.80,"1,334.21",31/12/2557,"1,663.73","4,304.76","15,243.45","8,487.56","6,726.37",30.99,EASTW
11.99,17.83,0.95,"1,584.94",31/12/2558,"1,663.73","4,658.83","19,627.46","9,294.69","10,127.90",34.02,EASTW
8.94,13.58,0.78,"1,299.71",31/12/2559,"1,663.73","4,413.99","19,860.40","9,841.76","9,812.09",29.45,EASTW
8.51,12.16,0.73,"1,221.18",31/12/2560,"1,663.73","4,356.63","19,482.62","10,242.56","9,052.71",28.03,EASTW
7.81,10.76,14.56,"7,666.98",31/12/2557,"5,264.65","24,659.17","160,687.08","73,264.01","86,468.40",31.09,EGCO
6.87,5.74,8.20,"4,319.18",31/12/2558,"5,264.65","24,833.57","179,812.21","77,242.16","102,062.46",17.39,EGCO
6.91,10.45,15.81,"8,320.80",31/12/2559,"5,264.65","30,921.90","197,254.50","81,972.78","114,656.83",26.91,EGCO
6.15,14.05,22.45,"11,818.28",31/12/2560,"5,264.65","38,058.71","200,332.54","86,238.33","113,476.07",31.05,EGCO
-17.50,-59.28,-2.99,"-10,346.46",31/12/2557,"17,075.18","221,205.15","63,868.47","12,333.12","51,527.92",-4.68,ESSO
4.57,13.03,0.49,"1,700.24",31/12/2558,"17,075.18","170,322.51","56,701.62","13,761.76","42,932.42",1.00,ESSO
15.08,38.54,1.92,"6,648.75",31/12/2559,"17,075.18","151,482.17","58,751.26","20,744.94","37,998.89",4.39,ESSO
15.89,29.79,2.11,"7,287.62",31/12/2560,"17,075.18","179,209.51","59,019.51","28,174.78","30,837.30",4.07,ESSO
12.41,21.28,6.25,"9,138.89",31/12/2557,"14,628.65","73,323.70","120,322.17","45,329.52","67,751.51",12.46,GLOW
11.80,17.80,5.71,"8,355.42",31/12/2558,"14,628.65","65,369.33","117,168.66","48,537.68","61,210.31",12.78,GLOW
12.01,18.36,6.12,"8,953.13",31/12/2559,"14,628.65","53,092.13","110,075.95","48,971.28","53,304.87",16.86,GLOW
12.92,18.45,6.20,"9,075.95",31/12/2560,"14,628.65","52,537.32","106,030.89","49,420.01","48,022.32",17.28,GLOW
4.80,6.22,1.40,"1,905.98",31/12/2558,"14,983.01","23,359.46","55,866.53","36,004.88","18,739.95",8.16,GPSC
6.02,7.38,1.80,"2,699.90",31/12/2559,"14,983.01","21,784.83","58,028.28","37,149.91","19,274.17",12.39,GPSC
6.71,8.39,2.12,"3,174.58",31/12/2560,"14,983.01","21,289.96","59,968.43","38,546.88","19,594.50",14.91,GPSC
6.58,18.71,3.18,"3,451.42",31/12/2560,"10,666.50","9,523.94","100,651.94","34,564.81","61,303.69",36.24,GULF
11.53,17.57,0.62,545.27,31/12/2557,879.99,"3,330.83","7,259.20","3,357.12","3,899.50",16.37,GUNKUL
7.09,12.00,0.59,685.14,31/12/2558,"1,283.25","4,870.70","18,815.26","8,063.38","10,225.03",14.07,GUNKUL
4.44,6.26,0.08,537.72,31/12/2559,"1,589.69","3,638.65","25,662.15","9,107.96","15,912.90",14.78,GUNKUL
4.82,6.94,0.09,635.36,31/12/2560,"1,854.66","5,124.55","30,377.02","9,204.55","20,574.36",12.40,GUNKUL
-0.00,0.65,0.00,13.41,31/12/2557,"1,648.25",512.48,"3,891.17","2,640.05","1,031.47",2.62,IEC
-0.19,0.00,,0.14,31/12/2558,"1,807.96",607.79,"4,498.06","3,210.90","1,118.65",0.02,IEC
-0.93,-1.35,-0.00,-22.98,31/03/2559,"2,033.95",131.89,"4,948.48","3,685.25","1,102.55",-17.42,IEC
3.88,2.53,0.07,72.70,31/12/2557,"1,563.95",638.07,"6,257.50","4,200.69","1,995.90",11.39,IFEC
4.40,6.94,0.19,332.20,31/12/2558,"1,983.93","1,177.71","15,252.13","5,366.94","9,821.74",28.21,IFEC
-10.90,-43.89,-0.95,"-1,886.07",31/12/2559,"1,983.93","1,924.53","12,630.12","3,226.64","9,343.68",-98.00,IFEC
-3.76,-7.31,-0.26,"-5,234.64",31/12/2557,"20,434.42","287,395.63","162,798.39","67,833.70","94,894.46",-1.82,IRPC
8.74,13.09,0.46,"9,401.76",31/12/2558,"20,434.42","218,519.36","163,173.67","75,804.42","87,295.73",4.30,IRPC
6.81,12.41,0.48,"9,720.83",31/12/2559,"20,434.42","186,068.58","172,377.85","80,919.87","91,372.88",5.22,IRPC
8.75,13.48,0.56,"11,354.48",31/12/2560,"20,434.42","216,845.73","184,543.83","87,512.69","96,893.83",5.24,IRPC
10.46,10.52,0.82,430.47,31/12/2557,525.00,"12,268.95","8,961.53","4,184.09","3,119.19",3.51,LANNA
7.91,7.34,0.59,309.61,31/12/2558,525.00,"10,207.62","8,779.16","4,257.38","2,797.97",3.03,LANNA
6.82,6.48,0.52,271.45,31/12/2559,525.00,"8,831.86","8,530.50","4,118.55","2,724.14",3.07,LANNA
21.26,17.25,1.39,729.44,31/12/2560,525.00,"12,154.79","8,774.60","4,338.91","2,879.59",6.00,LANNA
9.06,19.03,0.83,341.34,31/12/2557,"4,755.93","1,347.65","5,250.59","1,917.92","1,114.62",25.33,MDX
6.53,9.51,0.48,195.44,31/12/2558,"4,755.93",882.46,"5,506.16","2,194.17",948.31,22.15,MDX
1.44,2.63,0.14,58.32,31/12/2559,"4,755.93",574.51,"5,417.43","2,239.74",819.37,10.15,MDX
6.46,9.68,0.54,220.98,31/12/2560,"4,755.93",854.42,"5,244.24","2,325.03",597.21,25.86,MDX
10.71,14.56,0.30,494.04,31/12/2557,"1,670.00","55,273.87","6,596.30","3,598.81","2,997.40",0.89,PTG
12.05,17.13,0.39,650.72,31/12/2558,"1,670.00","53,839.71","7,805.28","4,000.81","3,804.37",1.21,PTG
14.37,25.03,0.64,"1,073.45",31/12/2559,"1,670.00","64,926.54","12,526.57","4,575.25","7,937.30",1.65,PTG
8.23,18.87,0.55,913.10,31/12/2560,"1,670.00","84,904.78","17,985.38","5,104.55","12,866.83",1.08,PTG
7.02,8.08,19.33,"55,794.93",31/12/2557,"28,563.00","2,866,883.40","1,779,179.16","697,578.41","911,837.04",1.95,PTT
4.33,2.86,6.73,"19,936.42",31/12/2558,"28,563.00","2,063,727.44","2,173,996.19","697,147.03","1,086,308.81",0.97,PTT
8.36,12.96,32.68,"94,609.08",31/12/2559,"28,563.00","1,737,144.57","2,232,331.08","762,947.65","1,060,734.07",5.45,PTT
10.84,17.09,46.74,"135,179.60",31/12/2560,"28,563.00","2,044,951.64","2,232,314.16","818,671.75","983,758.42",6.61,PTT
8.87,5.38,5.19,"21,490.45",31/12/2557,"3,969.99","260,388.92","767,725.02","413,619.88","354,105.14",8.25,PTTEP
-0.83,-7.68,-8.24,"-31,590.49",31/12/2558,"3,969.99","193,578.62","708,863.56","408,811.04","300,052.53",-16.32,PTTEP
4.37,3.15,2.76,"12,859.72",31/12/2559,"3,969.99","153,046.65","676,889.53","407,983.92","268,905.61",8.40,PTTEP
5.25,5.25,4.54,"20,579.46",31/12/2560,"3,969.99","153,526.45","628,121.29","376,374.73","251,746.57",13.40,PTTEP
9.64,10.87,4.33,"6,279.03",31/12/2557,"14,500.00","59,048.31","96,235.04","60,781.67","35,035.64",10.63,RATCH
6.15,5.27,2.20,"3,187.87",31/12/2558,"14,500.00","59,326.29","92,605.05","60,189.52","32,185.21",5.37,RATCH
8.82,10.07,4.25,"6,165.72",31/12/2559,"14,500.00","51,437.55","96,391.09","62,321.47","33,938.32",11.99,RATCH
8.77,9.73,4.21,"6,106.70",31/12/2560,"14,500.00","46,890.80","94,224.83","63,265.29","30,943.65",13.02,RATCH
-8.45,-21.20,-0.20,-251.50,31/12/2557,"1,304.66","3,355.47","3,008.12","1,257.73","1,734.58",-7.50,RPC
3.86,7.65,0.08,100.22,31/12/2558,"1,304.66","2,805.23","3,332.21","1,361.97","1,955.25",3.57,RPC
-1.53,-5.22,-0.05,-69.24,31/12/2559,"1,304.66","2,394.91","3,170.73","1,292.73","1,863.81",-2.89,RPC
-0.69,-2.83,-0.03,-36.67,31/12/2560,"1,304.66","2,501.47","3,129.12","1,296.87","1,818.50",-1.47,RPC
6.88,8.99,0.23,220.32,31/12/2557,955.00,"4,714.51","6,369.68","2,464.31","3,859.28",4.67,SCG
3.78,2.58,0.06,62.04,31/12/2558,955.00,"4,081.96","6,159.76","2,354.14","3,777.18",1.52,SCG
5.30,6.94,0.17,164.61,31/12/2559,955.00,"3,972.89","6,830.68","2,390.07","4,385.52",4.14,SCG
7.25,12.10,0.31,299.35,31/12/2560,955.00,"4,037.01","7,159.13","2,556.40","4,543.60",7.42,SCG
10.32,15.05,0.37,187.05,31/12/2558,750.00,"2,116.84","2,907.69","1,859.61","1,048.08",8.84,SCI
7.30,8.54,0.22,162.52,31/12/2559,750.00,"1,969.91","3,034.93","1,946.89","1,076.97",8.25,SCI
1.39,1.07,0.03,20.50,31/12/2560,750.00,"1,678.29","3,312.75","1,898.46","1,404.49",1.22,SCI
7.69,12.64,0.19,225.39,31/12/2558,600.00,"2,123.49","3,868.69","2,313.76","1,554.93",10.61,SCN
8.91,12.78,0.26,307.95,31/12/2559,600.00,"2,523.74","4,544.66","2,506.89","2,037.76",12.20,SCN
6.03,8.55,0.18,216.67,31/12/2560,600.00,"2,557.81","4,903.56","2,559.59","2,343.96",8.47,SCN
0.00,-5.97,-0.56,-514.30,31/12/2557,918.93,"62,157.04","28,243.29","8,257.62","19,874.22",-0.83,SGP
6.20,12.46,1.21,"1,115.92",31/12/2558,918.93,"58,339.07","29,098.45","9,656.24","19,323.69",1.91,SGP
5.84,11.57,1.22,"1,118.72",31/12/2559,918.93,"48,385.81","28,556.85","9,676.49","18,756.99",2.31,SGP
13.21,27.01,3.06,"2,811.10",31/12/2560,918.93,"59,629.42","31,457.97","11,138.98","20,149.53",4.71,SGP
9.13,9.75,0.10,73.92,31/12/2560,465.00,333.70,"1,040.95",885.92,155.03,22.15,SKE
2.44,2.24,0.07,33.94,31/12/2557,494.62,947.42,"2,209.79","1,517.40",692.39,3.58,SOLAR
-1.98,-3.40,-0.11,-60.08,31/12/2558,544.12,696.79,"3,500.51","2,015.60","1,484.91",-8.62,SOLAR
-0.54,-2.54,-0.09,-50.47,31/12/2559,544.12,"1,377.95","4,012.45","1,965.07","2,047.38",-3.66,SOLAR
-3.81,-10.12,-0.35,-189.18,31/12/2560,544.12,"1,196.64","3,735.89","1,774.38","1,900.37",-15.81,SOLAR
11.90,39.30,1.89,"1,655.61",31/12/2557,923.99,"4,410.72","25,570.92","5,786.08","18,470.43",37.54,SPCG
13.08,33.81,2.37,"2,190.16",31/12/2558,923.99,"5,057.64","24,735.66","7,170.61","16,265.30",43.30,SPCG
13.77,29.93,2.50,"2,314.21",31/12/2559,923.99,"5,544.30","24,232.28","8,294.62","14,466.39",41.74,SPCG
14.83,28.03,2.73,"2,524.32",31/12/2560,923.99,"6,122.26","23,026.64","9,714.81","11,818.44",41.23,SPCG
16.39,20.17,1.99,"8,227.47",31/12/2558,"30,004.44","179,605.26","61,121.85","36,724.86","24,396.99",4.58,SPRC
18.21,22.15,2.00,"8,688.09",31/12/2559,"30,004.44","155,693.64","60,187.99","41,719.17","18,468.82",5.58,SPRC
18.36,21.22,2.05,"8,895.35",31/12/2560,"30,004.44","172,091.25","59,797.13","42,100.97","17,696.16",5.17,SPRC
-1.70,-3.64,-0.01,-89.55,31/12/2557,"2,014.93",223.37,"5,203.35","4,212.11",973.07,-40.09,SUPER
-2.60,-9.32,-0.03,-712.52,31/12/2558,"2,734.95",409.11,"39,440.10","11,083.05","27,192.12",-174.16,SUPER
3.90,3.21,0.01,361.62,31/12/2559,"2,734.95","3,802.04","48,059.79","11,445.14","33,363.89",9.51,SUPER
6.30,10.63,0.05,"1,284.32",31/12/2560,"2,734.95","5,794.40","46,870.65","12,724.64","30,648.12",22.16,SUPER
8.51,12.13,0.31,342.20,31/12/2557,"1,100.00","25,232.58","5,421.46","2,956.81","2,464.65",1.36,SUSCO
4.40,5.12,0.14,155.08,31/12/2558,"1,100.00","19,612.01","5,160.91","3,103.64","2,057.26",0.79,SUSCO
6.67,8.82,0.26,284.78,31/12/2559,"1,100.00","19,394.08","5,471.13","3,350.64","2,120.48",1.47,SUSCO
7.56,6.41,0.20,222.55,31/12/2560,"1,100.00","23,424.94","5,785.94","3,592.33","2,193.61",0.95,SUSCO
9.10,16.18,0.24,219.31,31/12/2557,"1,000.00","2,500.43","3,385.00","1,609.17","1,775.83",8.77,TAE
9.36,14.75,0.24,244.27,31/12/2558,"1,000.00","2,602.57","3,241.28","1,703.55","1,537.73",9.39,TAE
7.08,10.37,0.18,178.10,31/12/2559,"1,000.00","2,418.35","3,225.18","1,731.65","1,493.53",7.36,TAE
2.68,2.91,0.05,48.86,31/12/2560,"1,000.00","2,472.76","2,830.29","1,627.91","1,202.38",1.98,TAE
3.99,3.26,0.02,27.77,31/12/2557,601.02,"1,604.48",932.53,868.27,64.26,1.73,TCC
2.88,2.26,0.02,20.58,31/12/2558,639.70,"1,172.36","1,017.32",952.87,64.46,1.76,TCC
1.55,0.93,0.01,8.42,31/12/2559,639.71,"1,090.89",916.21,860.10,56.11,0.77,TCC
-5.64,-7.29,-0.05,-60.42,31/12/2560,639.71,"1,303.42","1,141.36",797.75,343.61,-4.64,TCC
-0.33,-4.64,-1.97,"-4,025.89",31/12/2557,"20,400.28","396,132.65","192,802.04","82,701.34","105,762.73",-1.02,TOP
9.11,13.92,5.97,"12,181.37",31/12/2558,"20,400.28","297,317.03","192,165.69","92,371.45","95,156.95",4.10,TOP
13.34,21.30,10.40,"21,221.91",31/12/2559,"20,400.28","277,480.88","217,731.21","106,856.58","106,133.91",7.65,TOP
15.31,21.70,12.18,"24,856.20",31/12/2560,"20,400.28","343,113.87","228,108.29","122,223.48","100,960.05",7.24,TOP
11.84,15.93,0.33,"2,591.53",31/12/2560,"8,400.00","5,188.15","27,566.91","24,214.03","3,352.87",49.95,TPIPP
15.11,26.64,0.75,"2,973.91",31/12/2557,"3,990.00","5,732.71","24,627.35","11,351.71","13,237.76",51.88,TTW
14.14,23.57,0.67,"2,680.52",31/12/2558,"3,990.00","5,677.99","26,643.84","11,389.21","15,214.17",47.21,TTW
13.48,21.64,0.62,"2,475.56",31/12/2559,"3,990.00","5,513.02","25,764.82","11,493.13","14,229.43",44.90,TTW
15.17,22.83,0.67,"2,663.25",31/12/2560,"3,990.00","5,787.63","23,277.04","11,835.50","11,399.14",46.02,TTW
12.29,19.81,0.54,"1,980.92",31/12/2560,"3,825.00","3,704.26","21,378.19","12,576.98","8,801.21",53.48,WHAUP
-0.10,-2.27,-0.00,-8.64,31/12/2557,"2,760.57","2,357.80","5,773.94",381.11,"5,392.81",-0.37,WP
2.14,23.38,0.04,100.64,31/12/2558,"2,760.57","22,006.50","5,313.45",479.91,"4,833.52",0.46,WP
1.43,11.22,0.02,57.00,31/12/2559,"2,760.57","16,561.57","5,274.47",535.99,"4,738.45",0.34,WP
